"cdSecao";"cdGrupo";"cdSubGrupo";"dsSetor";"dsSecao";"dsGrupo";"dsSubGrupo";"cdEstrutura";"dsCategoria";"Commodity";"Pereciveis_IN"
5;10;5;"PER INDUSTRIALIZADOS";"CONGELADOS";"HAMBURGUER";"HAMBURGUER AVE";51005;"HAMBURGUER";;
5;11;0;"PER INDUSTRIALIZADOS";"CONGELADOS";"POLPA DE FRUTAS";;51100;"POLPA DE FRUTAS";;
5;11;1;"PER INDUSTRIALIZADOS";"CONGELADOS";"POLPA DE FRUTAS";"POLPA CONG ABACAXI";51101;"POLPA DE FRUTAS";;
5;11;2;"PER INDUSTRIALIZADOS";"CONGELADOS";"POLPA DE FRUTAS";"POLPA CONG ACEROLA";51102;"POLPA DE FRUTAS";;
5;11;3;"PER INDUSTRIALIZADOS";"CONGELADOS";"POLPA DE FRUTAS";"POLPA CONG CACAU";51103;"POLPA DE FRUTAS";;
5;11;4;"PER INDUSTRIALIZADOS";"CONGELADOS";"POLPA DE FRUTAS";"POLPA CONG CAJA";51104;"POLPA DE FRUTAS";;
5;11;5;"PER INDUSTRIALIZADOS";"CONGELADOS";"POLPA DE FRUTAS";"POLPA CONG CAJU";51105;"POLPA DE FRUTAS";;
5;11;6;"PER INDUSTRIALIZADOS";"CONGELADOS";"POLPA DE FRUTAS";"POLPA CONG CUPUACU";51106;"POLPA DE FRUTAS";;
5;11;7;"PER INDUSTRIALIZADOS";"CONGELADOS";"POLPA DE FRUTAS";"POLPA CONG GOIABA";51107;"POLPA DE FRUTAS";;
5;11;8;"PER INDUSTRIALIZADOS";"CONGELADOS";"POLPA DE FRUTAS";"POLPA CONG GRAVIOLA";51108;"POLPA DE FRUTAS";;
5;11;9;"PER INDUSTRIALIZADOS";"CONGELADOS";"POLPA DE FRUTAS";"POLPA CONG MANGA";51109;"POLPA DE FRUTAS";;
5;11;10;"PER INDUSTRIALIZADOS";"CONGELADOS";"POLPA DE FRUTAS";"POLPA CONG MANGABA";51110;"POLPA DE FRUTAS";;
5;11;11;"PER INDUSTRIALIZADOS";"CONGELADOS";"POLPA DE FRUTAS";"POLPA CONG MARACUJA";51111;"POLPA DE FRUTAS";;
5;11;12;"PER INDUSTRIALIZADOS";"CONGELADOS";"POLPA DE FRUTAS";"POLPA CONG UMBU";51112;"POLPA DE FRUTAS";;
5;11;13;"PER INDUSTRIALIZADOS";"CONGELADOS";"POLPA DE FRUTAS";"POLPA CONG PITANGA";51113;"POLPA DE FRUTAS";;
5;11;14;"PER INDUSTRIALIZADOS";"CONGELADOS";"POLPA DE FRUTAS";"POLPA CONG MORANGO";51114;"POLPA DE FRUTAS";;
5;11;15;"PER INDUSTRIALIZADOS";"CONGELADOS";"POLPA DE FRUTAS";"POLPA CONG TAMARINDO";51115;"POLPA DE FRUTAS";;
5;11;16;"PER INDUSTRIALIZADOS";"CONGELADOS";"POLPA DE FRUTAS";"POLPA CONG MAMAO";51116;"POLPA DE FRUTAS";;
5;11;17;"PER INDUSTRIALIZADOS";"CONGELADOS";"POLPA DE FRUTAS";"POLPA CONG ACAI";51117;"POLPA DE FRUTAS";;
5;11;18;"PER INDUSTRIALIZADOS";"CONGELADOS";"POLPA DE FRUTAS";"POLPA CONG SIRIGUELA";51118;"POLPA DE FRUTAS";;
5;11;19;"PER INDUSTRIALIZADOS";"CONGELADOS";"POLPA DE FRUTAS";"POLPA CONG AMEIXA";51119;"POLPA DE FRUTAS";;
5;11;20;"PER INDUSTRIALIZADOS";"CONGELADOS";"POLPA DE FRUTAS";"POLPA CONG UVA";51120;"POLPA DE FRUTAS";;
5;11;21;"PER INDUSTRIALIZADOS";"CONGELADOS";"POLPA DE FRUTAS";"POLPA CONG DIVERSOS SABORE";51121;"POLPA DE FRUTAS";;
5;12;0;"PER INDUSTRIALIZADOS";"CONGELADOS";"LEGUMES CONGELADOS";;51200;"LEGUMES CONGELADOS";;
5;12;1;"PER INDUSTRIALIZADOS";"CONGELADOS";"LEGUMES CONGELADOS";"BATATA CONGELADA";51201;"LEGUMES CONGELADOS";;
5;12;2;"PER INDUSTRIALIZADOS";"CONGELADOS";"LEGUMES CONGELADOS";"BROCOLIS CONGELADO";51202;"LEGUMES CONGELADOS";;
5;12;3;"PER INDUSTRIALIZADOS";"CONGELADOS";"LEGUMES CONGELADOS";"ERVILHA/MILHO CONGELADO";51203;"LEGUMES CONGELADOS";;
5;12;4;"PER INDUSTRIALIZADOS";"CONGELADOS";"LEGUMES CONGELADOS";"SALADA CONGELADA";51204;"LEGUMES CONGELADOS";;
5;12;5;"PER INDUSTRIALIZADOS";"CONGELADOS";"LEGUMES CONGELADOS";"MANDIOCA CONGELADA";51205;"LEGUMES CONGELADOS";;
5;12;6;"PER INDUSTRIALIZADOS";"CONGELADOS";"LEGUMES CONGELADOS";"LEGUMES DIVERSOS CONGELADO";51206;"LEGUMES CONGELADOS";;
5;12;7;"PER INDUSTRIALIZADOS";"CONGELADOS";"LEGUMES CONGELADOS";"FRUTAS CONGELADAS";51207;"LEGUMES CONGELADOS";;
5;13;0;"PER INDUSTRIALIZADOS";"CONGELADOS";"SOBREMESAS CONGELADAS";;51300;"SOBREMESAS CONGELADAS";;
5;13;1;"PER INDUSTRIALIZADOS";"CONGELADOS";"SOBREMESAS CONGELADAS";"SORVETES POTES DE 500ML A";51301;"SOBREMESAS CONGELADAS";;
5;13;2;"PER INDUSTRIALIZADOS";"CONGELADOS";"SOBREMESAS CONGELADAS";"SORVETE PREMIUM";51302;"SOBREMESAS CONGELADAS";;
5;13;3;"PER INDUSTRIALIZADOS";"CONGELADOS";"SOBREMESAS CONGELADAS";"SORVETE NAPOLITANO 2 LITRO";51303;"SOBREMESAS CONGELADAS";;
5;13;4;"PER INDUSTRIALIZADOS";"CONGELADOS";"SOBREMESAS CONGELADAS";"SORVETE CHOCOLATE 2 LITROS";51304;"SOBREMESAS CONGELADAS";;
5;13;5;"PER INDUSTRIALIZADOS";"CONGELADOS";"SOBREMESAS CONGELADAS";"SORVETE FLOCOS 2 LITROS";51305;"SOBREMESAS CONGELADAS";;
5;13;6;"PER INDUSTRIALIZADOS";"CONGELADOS";"SOBREMESAS CONGELADAS";"SORVETE PAVE 2 LITROS";51306;"SOBREMESAS CONGELADAS";;
5;13;7;"PER INDUSTRIALIZADOS";"CONGELADOS";"SOBREMESAS CONGELADAS";"SORVETE CREME 2 LITROS";51307;"SOBREMESAS CONGELADAS";;
5;13;8;"PER INDUSTRIALIZADOS";"CONGELADOS";"SOBREMESAS CONGELADAS";"SORVETE COCO 2 LITROS";51308;"SOBREMESAS CONGELADAS";;
5;13;9;"PER INDUSTRIALIZADOS";"CONGELADOS";"SOBREMESAS CONGELADAS";"SORVETE CAJA 2 LITROS";51309;"SOBREMESAS CONGELADAS";;
5;13;10;"PER INDUSTRIALIZADOS";"CONGELADOS";"SOBREMESAS CONGELADAS";"SORVETE FRUTAS DIVERSAS 2";51310;"SOBREMESAS CONGELADAS";;
5;13;11;"PER INDUSTRIALIZADOS";"CONGELADOS";"SOBREMESAS CONGELADAS";"SORVETE DIVERSOS SABORES";51311;"SOBREMESAS CONGELADAS";;
5;13;12;"PER INDUSTRIALIZADOS";"CONGELADOS";"SOBREMESAS CONGELADAS";"SORVETE LIGHT";51312;"SOBREMESAS CONGELADAS";;
5;13;13;"PER INDUSTRIALIZADOS";"CONGELADOS";"SOBREMESAS CONGELADAS";"PICOLE";51313;"SOBREMESAS CONGELADAS";;
5;13;14;"PER INDUSTRIALIZADOS";"CONGELADOS";"SOBREMESAS CONGELADAS";"TORTA/MOUSSE CONG";51314;"SOBREMESAS CONGELADAS";;
5;14;0;"PER INDUSTRIALIZADOS";"CONGELADOS";"AGUA COCO CONGELADA";;51400;"AGUA COCO CONGELADA";;
5;14;1;"PER INDUSTRIALIZADOS";"CONGELADOS";"AGUA COCO CONGELADA";"AGUA COCO CONGELADA";51401;"AGUA COCO CONGELADA";;
5;15;0;"PER INDUSTRIALIZADOS";"CONGELADOS";"GELO";;51500;"GELO";;
5;15;1;"PER INDUSTRIALIZADOS";"CONGELADOS";"GELO";"GELO";51501;"GELO";;
6;0;0;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";;;60000;;;
6;1;0;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"APRESUNTADO";;60100;"APRESUNTADO";;
6;1;1;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"APRESUNTADO";"APRESUNTADO INTEIRO";60101;"APRESUNTADO";;
6;1;2;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"APRESUNTADO";"APRESUNTADO FATIADO";60102;"APRESUNTADO";;
6;1;3;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"APRESUNTADO";"APRESUNTADO ENCARTELADO";60103;"APRESUNTADO";;
6;1;4;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"APRESUNTADO";"LANCHE INTEIRO";60104;"APRESUNTADO";;
6;1;5;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"APRESUNTADO";"LANCHE FATIADO";60105;"APRESUNTADO";;
6;2;0;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"PRESUNTO";;60200;"PRESUNTO";;
6;2;1;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"PRESUNTO";"PRESUNTO SUINO INTEIRO KG";60201;"PRESUNTO";;
6;2;2;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"PRESUNTO";"PRESUNTO SUINO FATIADO KG";60202;"PRESUNTO";;
6;2;3;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"PRESUNTO";"PRESUNTO PARMA";60203;"PRESUNTO";;
6;2;4;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"PRESUNTO";"PRESUNTO ENCARTELADO";60204;"PRESUNTO";;
6;2;5;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"PRESUNTO";"PRESUNTO AVES INTEIRO KG";60205;"PRESUNTO";;
6;2;6;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"PRESUNTO";"PRESUNTO AVES FATIADO KG";60206;"PRESUNTO";;
6;2;7;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"PRESUNTO";"PRESUNTO ESPECIAL KG";60207;"PRESUNTO";;
6;2;8;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"PRESUNTO";"PRESUNTO ESPECIAL FATIADO";60208;"PRESUNTO";;
6;3;0;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"MORTADELA";;60300;"MORTADELA";;
6;3;1;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"MORTADELA";"MORTADELA PREMIUM INTEIRA";60301;"MORTADELA";;
6;3;2;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"MORTADELA";"MORTADELA PREMIUM FATIADA";60302;"MORTADELA";;
6;3;3;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"MORTADELA";"MORTADELA SUINA INTEIRA KG";60303;"MORTADELA";;
6;3;4;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"MORTADELA";"MORTADELA SUINA FATIADA KG";60304;"MORTADELA";;
6;3;5;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"MORTADELA";"MORTADELA FRANGO INTEIRA K";60305;"MORTADELA";;
6;3;6;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"MORTADELA";"MORTADELA FRANGO FATIADA K";60306;"MORTADELA";;
6;3;7;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"MORTADELA";"MORTADELA FRANGO FRAC KG";60307;"MORTADELA";;
6;3;8;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"MORTADELA";"MORTADELA ENCARTELADA";60308;"MORTADELA";;
6;3;9;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"MORTADELA";"MORTADELA MINI";60309;"MORTADELA";;
6;4;0;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"SALAMES";;60400;"SALAMES";;
6;4;1;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"SALAMES";"SALAME ITALIANO INTEIRO KG";60401;"SALAMES";;
6;4;2;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"SALAMES";"SALAME ITALIANO FATIADO KG";60402;"SALAMES";;
6;4;3;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"SALAMES";"SALAME ITALIANO MINI";60403;"SALAMES";;
6;4;4;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"SALAMES";"SALAME HAMBURGUES INTEIRO";60404;"SALAMES";;
6;4;5;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"SALAMES";"SALAME HAMBURGUES FATIADO";60405;"SALAMES";;
6;4;6;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"SALAMES";"SALAME MILANO INTEIRO KG";60406;"SALAMES";;
6;4;7;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"SALAMES";"SALAME MILANO FATIADO KG";60407;"SALAMES";;
6;4;8;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"SALAMES";"SALAME ESPECIAL KG";60408;"SALAMES";;
6;4;9;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"SALAMES";"SALAME ENCARTELADO";60409;"SALAMES";;
6;5;0;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"SALSICHAS";;60500;"SALSICHAS";;
6;5;1;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"SALSICHAS";"SALSICHA HOT DOG KG";60501;"SALSICHAS";;
6;5;2;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"SALSICHAS";"SALSICHA HOT DOG FRANGO KG";60502;"SALSICHAS";;
6;5;3;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"SALSICHAS";"SALSICHA SUINA 250G/500G";60503;"SALSICHAS";;
6;5;4;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"SALSICHAS";"SALSICHA AVE 250G/500G";60504;"SALSICHAS";;
6;5;5;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"SALSICHAS";"SALSICHA PREMIUM KG";60505;"SALSICHAS";;
6;6;0;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"LINGUICAS";;60600;"LINGUICAS";;
6;6;1;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"LINGUICAS";"LINGUICA TOSCANA SUINA KG";60601;"LINGUICAS";;
6;6;2;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"LINGUICAS";"LINGUICA TOSCANA FRANGO KG";60602;"LINGUICAS";;
6;6;3;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"LINGUICAS";"LINGUICA PERNIL KG";60603;"LINGUICAS";;
6;6;4;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"LINGUICAS";"LINGUICA CALABRESA PACOTE";60604;"LINGUICAS";;
6;6;5;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"LINGUICAS";"LINGUICA ESPECIAL";60605;"LINGUICAS";;
6;7;0;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"LOMBO";;60700;"LOMBO";;
6;7;1;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"LOMBO";"LOMBO CANADENSE KG";60701;"LOMBO";;
6;7;2;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"LOMBO";"LOMBO CANADENSE FATIADO KG";60702;"LOMBO";;
6;7;3;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"LOMBO";"LOMBO DEFUMADO";60703;"LOMBO";;
6;7;4;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"LOMBO";"LOMBO CONDIMENTADO";60704;"LOMBO";;
6;7;5;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"LOMBO";"LOMBO FATIADO KG";60705;"LOMBO";;
6;8;0;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"COPA";;60800;"COPA";;
6;8;1;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"COPA";"COPA SUINA INTEIRA KG";60801;"COPA";;
6;8;2;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"COPA";"COPA SUINA FATIADA KG";60802;"COPA";;
6;8;3;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"COPA";"COPA SUINA ENCARTELADA";60803;"COPA";;
6;9;0;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"BACON";;60900;"BACON";;
6;9;1;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"BACON";"BACON FATIADO";60901;"BACON";;
6;9;2;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"BACON";"BACON PEDACO KG";60902;"BACON";;
6;10;0;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"FRANGO DEFUMADO";;61000;"FRANGO DEFUMADO";;
6;10;1;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"FRANGO DEFUMADO";"FRANGO DEFUMADO KG";61001;"FRANGO DEFUMADO";;
6;11;0;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"PEITO DE AVE";;61100;"PEITO DE AVE";;
6;11;1;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"PEITO DE AVE";"PEITO DE AVE INTEIRO KG";61101;"PEITO DE AVE";;
6;11;2;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"PEITO DE AVE";"PEITO DE AVE FATIADO KG";61102;"PEITO DE AVE";;
6;11;3;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"PEITO DE AVE";"PEITO DE AVE MINI/ENCARTEL";61103;"PEITO DE AVE";;
6;12;0;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"BLANQUET";;61200;"BLANQUET";;
6;12;1;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"BLANQUET";"BLANQUET PERU INTEIRO";61201;"BLANQUET";;
6;12;2;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"BLANQUET";"BLANQUET PERU FATIADO";61202;"BLANQUET";;
6;13;0;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"ROULE";;61300;"ROULE";;
6;13;1;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"ROULE";"ROULE DE PERU";61301;"ROULE";;
6;14;0;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"PASTRAMI";;61400;"PASTRAMI";;
6;14;1;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"PASTRAMI";"PASTRAMI KG";61401;"PASTRAMI";;
6;15;0;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"FRIOS ESPECIAIS";;61500;"FRIOS ESPECIAIS";;
6;15;1;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"FRIOS ESPECIAIS";"FRIOS ESPECIAIS KG";61501;"FRIOS ESPECIAIS";;
6;16;0;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"PATES RESFRIADOS";;61600;"PATES RESFRIADOS";;
6;16;1;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"PATES RESFRIADOS";"PATE RESFRIADO";61601;"PATES RESFRIADOS";;
6;17;0;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"SOPA";;61700;"SOPA";;
6;17;1;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"SOPA";"SOPA UNID";61701;"SOPA";;
6;18;0;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"MOLHOS";;61800;"MOLHOS";;
6;18;1;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"MOLHOS";"MOLHO UNID";61801;"MOLHOS";;
6;19;0;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"ANTEPASTOS";;61900;"ANTEPASTOS";;
6;19;1;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"ANTEPASTOS";"ANTEPASTO";61901;"ANTEPASTOS";;
6;20;0;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"SALSICHAO";;62000;"SALSICHAO";;
6;20;1;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"SALSICHAO";"SALSICHAO KG";62001;"SALSICHAO";;
6;21;0;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"TABUA DE FRIOS";;62100;"TABUA DE FRIOS";;
6;21;1;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"TABUA DE FRIOS";"TABUA DE FRIOS";62101;"TABUA DE FRIOS";;
6;22;0;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"TENDER";;62200;"TENDER";;
6;22;1;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"TENDER";"TENDER KG";62201;"TENDER";;
6;23;0;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"EMBUTIDOS ESPECIAIS";;62300;"EMBUTIDOS ESPECIAIS";;
6;23;1;"PER INDUSTRIALIZADOS";"SALSICHARIA E PRESUNTARIA";"EMBUTIDOS ESPECIAIS";"EMBUTIDO ESPECIAL";62301;"EMBUTIDOS ESPECIAIS";;
7;0;0;"PER INDUSTRIALIZADOS";"HIDROGENADOS E LAT FRIGORIFICADOS";;;70000;;;
7;1;0;"PER INDUSTRIALIZADOS";"HIDROGENADOS E LAT FRIGORIFICADOS";"MARGARINA";;70100;"MARGARINA";;
7;1;1;"PER INDUSTRIALIZADOS";"HIDROGENADOS E LAT FRIGORIFICADOS";"MARGARINA";"MARGARINA CREME VEG PRECO";70101;"MARGARINA";;
7;1;2;"PER INDUSTRIALIZADOS";"HIDROGENADOS E LAT FRIGORIFICADOS";"MARGARINA";"MARGARINA/CREME VEGETAL PR";70102;"MARGARINA";;
7;1;3;"PER INDUSTRIALIZADOS";"HIDROGENADOS E LAT FRIGORIFICADOS";"MARGARINA";"MARGARINA PREMIUM 250G";70103;"MARGARINA";;
7;1;4;"PER INDUSTRIALIZADOS";"HIDROGENADOS E LAT FRIGORIFICADOS";"MARGARINA";"MARGARINA PREMIUM 400G A 1";70104;"MARGARINA";;
7;1;5;"PER INDUSTRIALIZADOS";"HIDROGENADOS E LAT FRIGORIFICADOS";"MARGARINA";"MARGARINA CREME VEG LIGHT/";70105;"MARGARINA";;
7;1;6;"PER INDUSTRIALIZADOS";"HIDROGENADOS E LAT FRIGORIFICADOS";"MARGARINA";"MARGARINA LIGHT/CREME VEG/";70106;"MARGARINA";;
7;1;7;"PER INDUSTRIALIZADOS";"HIDROGENADOS E LAT FRIGORIFICADOS";"MARGARINA";"MARGARINA BALDE";70107;"MARGARINA";;
7;2;0;"PER INDUSTRIALIZADOS";"HIDROGENADOS E LAT FRIGORIFICADOS";"MANTEIGA";;70200;"MANTEIGA";;
7;2;1;"PER INDUSTRIALIZADOS";"HIDROGENADOS E LAT FRIGORIFICADOS";"MANTEIGA";"MANTEIGA 200G";70201;"MANTEIGA";;
7;2;2;"PER INDUSTRIALIZADOS";"HIDROGENADOS E LAT FRIGORIFICADOS";"MANTEIGA";"MANTEIGA 500G";70202;"MANTEIGA";;
7;2;3;"PER INDUSTRIALIZADOS";"HIDROGENADOS E LAT FRIGORIFICADOS";"MANTEIGA";"MANTEIGA LIGHT/SEM SAL";70203;"MANTEIGA";;
7;3;0;"PER INDUSTRIALIZADOS";"HIDROGENADOS E LAT FRIGORIFICADOS";"QUEIJO PRATO";;70300;"QUEIJO PRATO";;
7;3;1;"PER INDUSTRIALIZADOS";"HIDROGENADOS E LAT FRIGORIFICADOS";"QUEIJO PRATO";"QUEIJO PRATO/CHEDAR ENCART";70301;"QUEIJO PRATO";;
7;3;2;"PER INDUSTRIALIZADOS";"HIDROGENADOS E LAT FRIGORIFICADOS";"QUEIJO PRATO";"QUEIJO PRATO PREMIUM";70302;"QUEIJO PRATO";;
7;3;3;"PER INDUSTRIALIZADOS";"HIDROGENADOS E LAT FRIGORIFICADOS";"QUEIJO PRATO";"QUEIJO PRATO LIGHT";70303;"QUEIJO PRATO";;
7;3;4;"PER INDUSTRIALIZADOS";"HIDROGENADOS E LAT FRIGORIFICADOS";"QUEIJO PRATO";"QUEIJO PRATO MINI LANCHE";70304;"QUEIJO PRATO";;
7;3;5;"PER INDUSTRIALIZADOS";"HIDROGENADOS E LAT FRIGORIFICADOS";"QUEIJO PRATO";"QUEIJO PRATO COMODITES";70305;"QUEIJO PRATO";;
7;4;0;"PER INDUSTRIALIZADOS";"HIDROGENADOS E LAT FRIGORIFICADOS";"QUEIJO MUSSARELA";;70400;"QUEIJO MUSSARELA";;
7;4;1;"PER INDUSTRIALIZADOS";"HIDROGENADOS E LAT FRIGORIFICADOS";"QUEIJO MUSSARELA";"QUEIJO MUSSARELA ENCARTELA";70401;"QUEIJO MUSSARELA";;
7;4;2;"PER INDUSTRIALIZADOS";"HIDROGENADOS E LAT FRIGORIFICADOS";"QUEIJO MUSSARELA";"QUEIJO MUSSARELA PREMIUM";70402;"QUEIJO MUSSARELA";;
7;4;3;"PER INDUSTRIALIZADOS";"HIDROGENADOS E LAT FRIGORIFICADOS";"QUEIJO MUSSARELA";"QUEIJO MUSSARELA COMODITES";70403;"QUEIJO MUSSARELA";;
7;4;5;"PER INDUSTRIALIZADOS";"HIDROGENADOS E LAT FRIGORIFICADOS";"QUEIJO MUSSARELA";"QUEIJO MUSSARELA MINI/LIGH";70405;"QUEIJO MUSSARELA";;
7;5;0;"PER INDUSTRIALIZADOS";"HIDROGENADOS E LAT FRIGORIFICADOS";"QUEIJO DO REINO";;70500;"QUEIJO DO REINO";;
7;5;1;"PER INDUSTRIALIZADOS";"HIDROGENADOS E LAT FRIGORIFICADOS";"QUEIJO DO REINO";"QUEIJO DO REINO GRANDE";70501;"QUEIJO DO REINO";;
7;5;2;"PER INDUSTRIALIZADOS";"HIDROGENADOS E LAT FRIGORIFICADOS";"QUEIJO DO REINO";"QUEIJO DO REINO MINI";70502;"QUEIJO DO REINO";;
7;6;0;"PER INDUSTRIALIZADOS";"HIDROGENADOS E LAT FRIGORIFICADOS";"QUEIJOS ESPECIAIS";;70600;"QUEIJOS ESPECIAIS";;
7;6;1;"PER INDUSTRIALIZADOS";"HIDROGENADOS E LAT FRIGORIFICADOS";"QUEIJOS ESPECIAIS";"QUEIJOS GORGONZOLA/ITALICO";70601;"QUEIJOS ESPECIAIS";;
7;6;2;"PER INDUSTRIALIZADOS";"HIDROGENADOS E LAT FRIGORIFICADOS";"QUEIJOS ESPECIAIS";"QUEIJO PROVOLONE";70602;"QUEIJOS ESPECIAIS";;
